Title,Summary,Link,Author,Published Date,Published Time
‘Professional’ training for Macau scam recruits,"SCAMMERS were given one month’s “professional” training and even sat for “exams” before being certified competent enough to be sent out to the field, Sin Chew Daily reported.",https://www.thestar.com.my/news/nation/2022/06/06/professional-training-for-macau-scam-recruits,N/A,6 June 2022,07:00 AM
Famous Malaysian singer declines Datukship,"SINGER Noraniza Idris says she turned down a Datukship as she was not ready for it, reported Utusan Malaysia.",https://www.thestar.com.my/news/nation/2022/06/09/famous-malaysian-singer-declines-datukship,N/A,9 June 2022,07:00 AM
"'Unnamed' account received millions from 1MDB, High Court heard",KUALA LUMPUR: The High Court was told that 1Malaysia Development Bhd (1MDB) had instructed for AmBank to remove oil and gas company PetroSaudi International Ltd (PSI) as the recipient of two transactions amounting to US$95mil (RM289.8mil) in 2011.,https://www.thestar.com.my/news/nation/2022/06/09/039unnamed039-account-received-millions-from-1mdb-high-court-heard,Nurbaiti Hamdan,9 June 2022,07:24 PM
Source: Data protection dept not doing its job,"PETALING JAYA: Lax enforcement, resistance to change, and an unwillingness to adopt new ideas are the root causes of the continuous data leaks plaguing the country for several years now, says a highly-placed source.",https://www.thestar.com.my/news/nation/2022/06/10/source-data-protection-dept-not-doing-its-job,"Nik Mazwin, Binti Nik Anis, Fazleena Aziz",10 June 2022,07:00 AM
Overhauling the justice system,"PETALING JAYA: The abolition of the mandatory death penalty is just the first step towards seeing severe punishments being reduced across the board, says the de facto law minister.",https://www.thestar.com.my/news/nation/2022/06/11/overhauling-the-justice-system,"Tarrence Tan, Gerard Gimino Newsdesk Thestar.Com.My",11 June 2022,07:00 AM
Double-check before donating,Scammers often take advantage of people’s generosity during times of need by organising fake donation drives.,https://www.thestar.com.my/tech/tech-news/2022/06/13/double-check-before-donating,"Angelin Yeoh, Qishin Tariq Lifestyletech Thestar.Com.My",13 June 2022,07:00 AM
"Trading ideas: IWCity, Scientex, Aeon Co, Reservoir Link Energy, Hong Seng Consolidated, MGRC, Minda Global, Hua Yang and Pekat","KUALA LUMPUR: Stocks that could be in focus on Monday include IWCity, Scientex, Aeon Co, Reservoir Link Energy, Hong Seng Consolidated, MGRC, Minda Global, Hua Yang and Pekat, said JF Apex Research.",https://www.thestar.com.my/business/business-news/2022/06/13/trading-ideas-iwcity-scientex-aeon-co-reservoir-link-energy-hong-seng-consolidated-mgrc-minda-global-hua-yang-and-pekat,N/A,13 June 2022,09:10 AM
Getting back into the groove of the night,MORE and more options are opening up to kick back and relax after dark as Malaysia continues the transition to endemicity.,https://www.thestar.com.my/metro/metro-news/2022/06/17/getting-back-into-the-groove-of-the-night,Jacobus Raj,17 June 2022,07:00 AM
"Allow judges to retain discretion over death penalty, says MCA","PETALING JAYA: The court’s discretionary power to impose the death penalty must be retained to ensure that justice can be served to victims of heinous crime, says MCA.",https://www.thestar.com.my/news/nation/2022/06/17/allow-judges-to-retain-discretion-over-death-penalty-says-mca,Joseph Kaos,17 June 2022,03:51 PM
"Beware of intimidating callers: They're scammers, not investigators, says IGP","KUALA LUMPUR: The police or any other investigating agency will not intimidate the people they are speaking to over the phone when conducting an investigation, says Tan Sri Acryl Sani Abdullah Sani.",https://www.thestar.com.my/news/nation/2022/06/20/beware-of-intimidating-callers-they039re-scammers-not-investigators-says-igp,Farik Zolkepli,20 June 2022,02:39 PM
"Asean News Headlines at 9pm on Tuesday (June 21, 2022)","Here's a look at the news highlights from Asean countries in the Star-AseanPlus section for Tuesday (June 21, 2022)",https://www.thestar.com.my/aseanplus/aseanplus-news/2022/06/21/asean-news-headlines-at-9pm-on-tuesday-june-21-2022,S. Navalan,21 June 2022,09:39 PM
Myanmar minister attends ASEAN defence meeting despite calls to exclude junta,"PHNOM PENH (Reuters) -     Myanmar's military-appointed defence minister joined a meeting of his Southeast Asian counterparts on Wednesday, despite pressure from some countries in the regional bloc and pro-democracy groups to exclude the junta from such gatherings.",https://www.thestar.com.my/news/world/2022/06/22/myanmar-minister-attends-asean-defence-meeting-despite-calls-to-exclude-junta,N/A,22 June 2022,04:54 PM
Junta minister attends Asean meet,"MYANMAR’S military-­appointed defence minister joined a meeting of his South-East Asian counterparts, despite pressure from some countries in the ­regional bloc and pro-democracy groups to exclude the junta from such gatherings.",https://www.thestar.com.my/news/nation/2022/06/23/junta-minister-attends-asean-meet,N/A,23 June 2022,07:00 AM
Gang leader’s brother nabbed with rifle,"KUALA LUMPUR: Police have seized an assault rifle after arresting a vegetable seller in Tanjung Sepat, Selangor.",https://www.thestar.com.my/news/nation/2022/06/29/gang-leaders-brother-nabbed-with-rifle,Austin Camoens,29 June 2022,07:00 AM
"Cops seize supercar with police livery, owner detained",SEPANG: Police have seized a Nissan Skyline and arrested its owner for installing police livery and decals on the vehicle.,https://www.thestar.com.my/news/nation/2022/07/03/cops-seize-supercar-with-police-livery-owner-detained,Austin Camoens,3 July 2022,04:09 PM
Aussie Foreign Minister Penny Wong to 'keep heat on' Annapuranee's case,"GEORGE TOWN: With the inquest into the death of Australian Annapuranee Jenkins set to continue this month, Australian Foreign Minister Penny Wong has vowed to ""keep the heat on the case"".",https://www.thestar.com.my/news/nation/2022/07/03/aussie-foreign-minister-penny-wong-to-039keep-heat-on039-annapuranee039s-case,N. Trisha,3 July 2022,07:20 PM
"NCID makes RM262mil drug haul, 81,700 arrests in first half of 2022",KUALA LUMPUR: Some RM262.3mil worth of drugs have been seized by the Bukit Aman Narcotics Crime Investigation Department (NCID) since January.,https://www.thestar.com.my/news/nation/2022/07/04/ncid-makes-rm262mil-drug-haul-81700-arrests-in-first-half-of-2022,Farik Zolkepli,4 July 2022,02:05 PM
Bukit Aman: No kidnapping of children for organ harvesting,The Royal Malaysia Police (PDRM) has confirmed that there were no cases of children being kidnapped in Malaysia for organ harvesting in a neighbouring country.,https://www.thestar.com.my/tech/tech-news/2022/07/04/bukit-aman-no-kidnapping-of-children-for-organ-harvesting,N/A,4 July 2022,04:08 PM
"Syed Saddiq ordered withdrawal of RM1mil from Armada’s account, says witness","KUALA LUMPUR: Muar MP Syed Saddiq Syed Abdul Rahman had ordered the withdrawal of RM1mil from the Parti Pribumi Bersatu Malaysia’s Armada account for fear that there would be a change in the party’s leadership, the High Court here was told.",https://www.thestar.com.my/news/nation/2022/07/04/syed-saddiq-ordered-withdrawal-of-rm1mil-from-armadas-account-says-witness,N/A,4 July 2022,09:18 PM
"Syed Saddiq told me to dispose of RM1mil because of MACC probe, says witness","KUALA LUMPUR: Syed Saddiq Syed Abdul Rahman instructed a prosecution witness to ""clear"" (dispose of) RM1mil because he was being investigated by the Malaysian Anti-Corruption Commission (MACC), the High Court here was told.",https://www.thestar.com.my/news/nation/2022/07/05/syed-saddiq-told-me-to-dispose-of-rm1mil-because-of-macc-probe-says-witness,N/A,5 July 2022,06:18 PM
Prosecution objects to parts of Ahmad Zahid's press sec's testimony,"KUALA LUMPUR: The prosecution in the corruption trial of Datuk Seri Dr Ahmad Zahid Hamidi involving Yayasan Akalbudi (YAB) wants to omit parts of a witness statement by his press secretary that ""attacked"" the credibility of the prosecution's star witness.",https://www.thestar.com.my/news/nation/2022/09/19/prosecution-objects-to-parts-of-ahmad-zahid039s-press-sec039s-testimony,Nurbaiti Hamdan,19 Sept 2022,01:27 PM
Credibility under ‘attack’,KUALA LUMPUR: The prosecution in the corruption trial of Datuk Seri Dr Ahmad Zahid Hamidi involving Yayasan Akalbudi (YAB) wants the High Court to reject parts of a witness statement by his press secretary that “attacked” the credibility of the prosecution’s star witness.,https://www.thestar.com.my/news/nation/2022/09/20/credibility-under-attack,Nurbaiti Hamdan Nurbaiti Thestar.Com.My,20 Sept 2022,07:00 AM
"Petrosaudi project in Venezuela impossible without 1MDB funds, court hears","KUALA LUMPUR: The High Court here was told that it was not possible for Petrosaudi Oil Services (Venezuela) Limited (PSOS-VZ) to pursue an oil exploration project with the Venezuelan government without the transfer authorisation of US$185mil from 1Malaysia Development Berhad (1MDB) funds by its parent company, Petrosaudi International Ltd (PSI).",https://www.thestar.com.my/news/nation/2022/09/20/petrosaudi-project-in-venezuela-impossible-without-1mdb-funds-court-hears,N/A,20 Sept 2022,06:02 PM
Court allows single mom Loh to initiate committal proceedings against ex-husband,"KUALA LUMPUR: The High Court here has granted an ex-parte application for leave by single mother Loh Siew Hong to initiate committal proceedings against her ex-husband Muhammad Nagahswaran Muniandy, who has been accused of abducting their three children and registering them as Muslim converts without her consent.",https://www.thestar.com.my/news/nation/2022/09/20/court-allows-single-mom-loh-to-initiate-committal-proceedings-against-ex-husband,N/A,20 Sept 2022,06:22 PM
"Court to deliver decision in Terengganu Sultanah’s defamation suit against Rewcastle-Brown, two others on Oct 31",KUALA LUMPUR: The High Court has fixed Oct 31 to deliver its decision in the defamation lawsuit filed by Sultanah of Terengganu Sultanah Nur Zahirah against Sarawak Report editor Clare Rewcastle-Brown and two others.,https://www.thestar.com.my/news/2022/09/20/court-to-deliver-decision-in-terengganu-sultanahs-defamation-suit-against-rewcastle-brown-two-others-on-oct-31,Nurbaiti Hamdan,20 Sept 2022,06:35 PM
"Zahid will not get a fair trial if aide's statement not accepted, lawyer tells court","KUALA LUMPUR: Datuk Seri Dr Ahmad Zahid Hamidi will be deprived of a fair trial if the witness statement of his press secretary is not accepted in its totality, the High Court has been told.",https://www.thestar.com.my/news/nation/2022/09/20/zahid-will-not-get-a-fair-trial-if-aide039s-statement-not-accepted-lawyer-tells-court,Nurbaiti Hamdan,20 Sept 2022,07:48 PM
Uni student fined RM25K for possessing fake cat food packaging,"KUALA LUMPUR: A private university student was fined RM25,000 in default six months jail by the Sessions Court here on Tuesday (Sept 20) for possessing 9,130 pieces of fake cat food packaging, last year.",https://www.thestar.com.my/news/nation/2022/09/20/uni-student-fined-rm25k-for-possessing-fake-cat-food-packaging,N/A,20 Sept 2022,11:34 PM
Govt holds engagement session with MPs on abolishing death penalty,"KUALA LUMPUR: The government has conducted an engagement session with lawmakers on alternative sentences for 11 offences that carry the mandatory death penalty, as well as 23 offences for which capital punishment is left to the court's discretion.",https://www.thestar.com.my/news/nation/2022/09/21/govt-holds-engagement-session-with-mps-on-abolishing-death-penalty,Imran Hilmy,21 Sept 2022,04:17 PM
"Admin officer fined RM56,000 for using false documents in report to Mitra","KUALA LUMPUR: A chief administrative officer of a company has been fined RM56,000 by the Sessions Court here on three counts of using forged account statements and payment vouchers to prepare a report for the Malaysian Indian Transformation Unit (Mitra) last year.",https://www.thestar.com.my/news/nation/2022/09/21/admin-officer-fined-rm56000-for-using-false-documents-in-report-to-mitra,N/A,21 Sept 2022,04:30 PM
Court: Home Minister must decide on veterans' bid to register political party,KUALA LUMPUR: The High Court here has allowed an application by eight army veterans to challenge the delay by the Home Minister in deciding on their appeal of an application to register Parti Kemakmuran Negara as a political party.,https://www.thestar.com.my/news/nation/2022/09/21/court-home-minister-must-decide-on-veterans039-bid-to-register-political-party,N/A,21 Sept 2022,05:10 PM
"Zahid told press sec to keep an eye on 'negligent' aide, court told","KUALA LUMPUR: Datuk Seri Dr Ahmad Zahid Hamidi told his former press secretary to keep an eye on his former executive secretary due to issues of negligence, particularly involving his private bank account, the High Court here heard.",https://www.thestar.com.my/news/nation/2022/09/21/zahid-told-press-sec-to-keep-an-eye-on-039negligent039-aide-court-told,Nurbaiti Hamdan,21 Sept 2022,05:57 PM
"Bella signalled hands tied, rubbing eyes and saying 'chilli', court hears",KUALA LUMPUR: A psychiatrist told the Sessions Court on Wednesday (Sept 21_ that Bella gestured that her hands were tied and rubbed her eyes while saying 'chilli' when the Down syndrome girl was interviewed last year.,https://www.thestar.com.my/news/nation/2022/09/21/bella-signalled-hands-tied-rubbing-eyes-and-saying-039chilli039-court-hears,Santhakumar A L,21 Sept 2022,06:56 PM
Five individuals remanded in RM27mil fake claims case,KUALA LUMPUR: Five individuals have been remanded in connection with false claims amounting to more than RM27mil for a training programme related to digital technology.,https://www.thestar.com.my/news/nation/2022/09/21/five-individuals-remanded-in-rm27mil-fake-claims-case,N/A,21 Sept 2022,06:57 PM
